Model,Validation MSE,In-sample R2 (%),Success Ratio (%),CER Gain vs HA (%)
Net1,0.686977207660675,4.018037030271227,61.478933791917456,0.01563885264594944
Net2,0.6656479835510254,2.444675629475246,61.90885640584695,0.009550898398291707
Net3,0.6508432030677795,3.262512782137461,61.90885640584695,0.014482000460702693
Net4,0.6330527663230896,4.427448588441962,62.42476354256233,0.016854801318366697
Net5,0.6347869634628296,0.9586311721134111,60.103181427343074,0.005524459261652126
DNet1,0.6323967576026917,1.032799303921128,60.103181427343074,0.005840880437979479
DNet2,0.6353461146354675,1.3270660797746192,60.103181427343074,0.007081801633113116
DNet3,0.6291741132736206,-0.4153052710632599,60.87704213241617,0.004623970521677734
HA,,0.0,59.41530524505589,0.0
